PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket
381,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757
382,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653
383,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293
384,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789
385,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227
386,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879
387,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144
388,2,"Buss, Miss. Kate",female,36.0,0,0,27849
389,3,"Sadlier, Mr. Matthew",male,,0,0,367655
390,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748
391,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760
392,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034
393,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277
394,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273
395,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549
396,3,"Johansson, Mr. Erik",male,22.0,0,0,350052
397,3,"Olsson, Miss. Elina",female,31.0,0,0,350407
398,2,"McKane, Mr. Peter David",male,46.0,0,0,28403
399,2,"Pain, Dr. Alfred",male,23.0,0,0,244278
400,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929
401,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289
402,3,"Adams, Mr. John",male,26.0,0,0,341826
403,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137
404,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279
405,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096
406,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664
407,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064
408,2,"Richards, Master. William Rowe",male,3.0,1,1,29106
409,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992
410,3,"Lefebre, Miss. Ida",female,,3,1,4133
411,3,"Sdycoff, Mr. Todor",male,,0,0,349222
412,3,"Hart, Mr. Henry",male,,0,0,394140
413,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928
414,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853
415,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269
416,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095
417,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220
418,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652
419,2,"Matthews, Mr. William John",male,30.0,0,0,28228
420,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773
421,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254
422,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032
423,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082
424,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080
425,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129
426,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244
427,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003
428,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655
429,3,"Flynn, Mr. James",male,,0,0,364851
430,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078
431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564
432,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564
433,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085
434,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274
435,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507
436,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760
437,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608
438,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106
439,1,"Fortune, Mr. Mark",male,64.0,1,4,19950
440,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723
441,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529
442,3,"Hampe, Mr. Leon",male,20.0,0,0,345769
443,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076
444,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434
445,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306
446,1,"Dodge, Master. Washington",male,4.0,0,2,33638
447,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644
448,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794
449,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666
450,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786
451,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651
452,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303
453,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051
454,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453
455,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817
456,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240
457,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509
458,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464
459,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531
460,3,"O'Connor, Mr. Maurice",male,,0,0,371060
461,1,"Anderson, Mr. Harry",male,48.0,0,0,19952
462,3,"Morley, Mr. William",male,34.0,0,0,364506
463,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320
464,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360
465,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816
466,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306
467,2,"Campbell, Mr. William",male,,0,0,239853
468,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792
469,3,"Scanlan, Mr. James",male,,0,0,36209
470,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666
471,3,"Keefe, Mr. Arthur",male,,0,0,323592
472,3,"Cacic, Mr. Luka",male,38.0,0,0,315089
473,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651
474,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541
475,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553
476,1,"Clifford, Mr. George Quincy",male,,0,0,110465
477,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027
478,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460
479,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060
480,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298
481,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144
482,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854
483,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594
484,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134
485,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967
486,3,"Lefebre, Miss. Jeannie",female,,3,1,4133
487,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943
488,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771
489,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509
490,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671
491,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304
492,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317
493,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787
494,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609
495,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380
496,3,"Yousseff, Mr. Gerious",male,,0,0,2627
497,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947
498,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212
499,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781
500,3,"Svensson, Mr. Olof",male,24.0,0,0,350035
501,3,"Calic, Mr. Petar",male,17.0,0,0,315086
502,3,"Canavan, Miss. Mary",female,21.0,0,0,364846
503,3,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909
504,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135
505,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152
506,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758
507,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360
508,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427
509,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001
510,3,"Lang, Mr. Fang",male,26.0,0,0,1601
511,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651
512,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316
513,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473
514,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603
515,3,"Coleff, Mr. Satio",male,24.0,0,0,349209
516,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967
517,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260
518,3,"Ryan, Mr. Patrick",male,,0,0,371110
519,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875
520,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242
521,1,"Perreault, Miss. Anne",female,30.0,0,0,12749
522,3,"Vovk, Mr. Janko",male,22.0,0,0,349252
523,3,"Lahoud, Mr. Sarkis",male,,0,0,2624
524,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361
525,3,"Kassem, Mr. Fared",male,,0,0,2700
526,3,"Farrell, Mr. James",male,40.5,0,0,367232
527,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258
528,1,"Farthing, Mr. John",male,,0,0,PC 17483
529,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296
530,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104
531,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360
532,3,"Toufik, Mr. Nakli",male,,0,0,2641
533,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690
534,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668
535,3,"Cacic, Miss. Marija",female,30.0,0,0,315084
536,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529
537,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050
538,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761
539,3,"Risien, Mr. Samuel Beard",male,,0,0,364498
540,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568
541,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735
542,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082
543,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082
544,2,"Beane, Mr. Edward",male,32.0,1,0,2908
545,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761
546,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693
547,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908
548,2,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146
549,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291
550,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112
551,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421
552,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358
553,3,"O'Brien, Mr. Timothy",male,,0,0,330979
554,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620
555,3,"Ohman, Miss. Velin",female,22.0,0,0,347085
556,1,"Wright, Mr. George",male,62.0,0,0,113807
557,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755
558,1,"Robbins, Mr. Victor",male,,0,0,PC 17757
559,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413
560,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572
561,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622
562,3,"Sivic, Mr. Husein",male,40.0,0,0,349251
563,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629
564,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082
565,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087
566,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871
567,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205
568,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909
569,3,"Doharr, Mr. Tannous",male,,0,0,2686
570,3,"Jonsson, Mr. Carl",male,32.0,0,0,350417
571,2,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752
572,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769
573,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474
574,3,"Kelly, Miss. Mary",female,,0,0,14312
575,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589
576,3,"Patchett, Mr. George",male,19.0,0,0,358585
577,2,"Garside, Miss. Ethel",female,34.0,0,0,243880
578,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507
579,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689
580,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286
581,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789
582,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421
583,2,"Downton, Mr. William James",male,54.0,0,0,28403
584,1,"Ross, Mr. John Hugo",male,36.0,0,0,13049
585,3,"Paulner, Mr. Uscher",male,,0,0,3411
586,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413
587,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565
588,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567
589,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973
590,3,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235
591,3,"Rintamaki, Mr. Matti",male,35.0,0,0,STON/O 2. 3101273
592,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,36947
593,3,"Elsbury, Mr. William James",male,47.0,0,0,A/5 3902
594,3,"Bourke, Miss. Mary",female,,0,2,364848
595,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037
596,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773
597,2,"Leitch, Miss. Jessie Wills",female,,0,0,248727
598,3,"Johnson, Mr. Alfred",male,49.0,0,0,LINE
599,3,"Boulos, Mr. Hanna",male,,0,0,2664
600,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485
601,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847
602,3,"Slabenoff, Mr. Petco",male,,0,0,349214
603,1,"Harrington, Mr. Charles H",male,,0,0,113796
604,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511
605,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,111426
606,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910
607,3,"Karaic, Mr. Milan",male,30.0,0,0,349246
608,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,113804
609,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123
610,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,PC 17582
611,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082
612,3,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305
613,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230
614,3,"Horgan, Mr. John",male,,0,0,370377
615,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512
616,2,"Herman, Miss. Alice",female,24.0,1,2,220845
617,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080
618,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336
619,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136
620,2,"Gavey, Mr. Lawrence",male,26.0,0,0,31028
621,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659
622,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753
623,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653
624,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029
625,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636
626,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963
627,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533
628,1,"Longley, Miss. Gretchen Fiske",female,21.0,0,0,13502
629,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224
630,3,"O'Connell, Mr. Patrick D",male,,0,0,334912
631,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0,0,27042
632,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743
633,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,13214
634,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052
635,3,"Skoog, Miss. Mabel",female,9.0,3,2,347088
636,2,"Davis, Miss. Mary",female,28.0,0,0,237668
637,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292
638,2,"Collyer, Mr. Harvey",male,31.0,1,1,C.A. 31921
639,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295
640,3,"Thorneycroft, Mr. Percival",male,,1,0,376564
641,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350050
642,1,"Sagesser, Mlle. Emma",female,24.0,0,0,PC 17477
643,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088
644,3,"Foo, Mr. Choong",male,,0,0,1601
645,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666
646,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,PC 17572
647,3,"Cor, Mr. Liudevit",male,19.0,0,0,349231
648,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213
649,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751
650,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314
651,3,"Mitkoff, Mr. Mito",male,,0,0,349221
652,2,"Doling, Miss. Elsie",female,18.0,0,1,231919
653,3,"Kalvik, Mr. Johannes Halvorsen",male,21.0,0,0,8475
654,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919
655,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0,0,365226
656,2,"Hickman, Mr. Leonard Mark",male,24.0,2,0,S.O.C. 14879
657,3,"Radeff, Mr. Alexander",male,,0,0,349223
658,3,"Bourke, Mrs. John (Catherine)",female,32.0,1,1,364849
659,2,"Eitemiller, Mr. George Floyd",male,23.0,0,0,29751
660,1,"Newell, Mr. Arthur Webster",male,58.0,0,2,35273
661,1,"Frauenthal, Dr. Henry William",male,50.0,2,0,PC 17611
662,3,"Badt, Mr. Mohamed",male,40.0,0,0,2623
663,1,"Colley, Mr. Edward Pomeroy",male,47.0,0,0,5727
664,3,"Coleff, Mr. Peju",male,36.0,0,0,349210
665,3,"Lindqvist, Mr. Eino William",male,20.0,1,0,STON/O 2. 3101285
666,2,"Hickman, Mr. Lewis",male,32.0,2,0,S.O.C. 14879
667,2,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686
668,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993
669,3,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536
670,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996
671,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750
672,1,"Davidson, Mr. Thornton",male,31.0,1,0,F.C. 12750
673,2,"Mitchell, Mr. Henry Michael",male,70.0,0,0,C.A. 24580
674,2,"Wilhelms, Mr. Charles",male,31.0,0,0,244270
675,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856
676,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912
677,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826
678,3,"Turja, Miss. Anna Sofia",female,18.0,0,0,4138
679,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144
680,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,0,1,PC 17755
681,3,"Peters, Miss. Katie",female,,0,0,330935
682,1,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572
683,3,"Olsvigen, Mr. Thor Anderson",male,20.0,0,0,6563
684,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144
685,2,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750
686,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123
687,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295
688,3,"Dakic, Mr. Branko",male,19.0,0,0,349228
689,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036
690,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160
691,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474
692,3,"Karun, Miss. Manca",female,4.0,0,1,349256
693,3,"Lam, Mr. Ali",male,,0,0,1601
694,3,"Saad, Mr. Khalil",male,25.0,0,0,2672
695,1,"Weir, Col. John",male,60.0,0,0,113800
696,2,"Chapman, Mr. Charles Henry",male,52.0,0,0,248731
697,3,"Kelly, Mr. James",male,44.0,0,0,363592
698,3,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852
699,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421
700,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121
701,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757
702,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,PC 17475
703,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691
704,3,"Gallagher, Mr. Martin",male,25.0,0,0,36864
705,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025
706,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655
707,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596
708,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476
709,1,"Cleaver, Miss. Alice",female,22.0,0,0,113781
710,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661
711,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482
712,1,"Klaber, Mr. Herman",male,,0,0,113028
713,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996
714,3,"Larsson, Mr. August Viktor",male,29.0,0,0,7545
715,2,"Greenberg, Mr. Samuel",male,52.0,0,0,250647
716,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124
717,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,PC 17757
718,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218
719,3,"McEvoy, Mr. Michael",male,,0,0,36568
720,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062
721,2,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727
722,3,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048
723,2,"Gillespie, Mr. William Henry",male,34.0,0,0,12233
724,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643
725,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806
726,3,"Oreskovic, Mr. Luka",male,20.0,0,0,315094
727,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027
728,3,"Mannion, Miss. Margareth",female,,0,0,36866
729,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853
730,3,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,STON/O2. 3101271
731,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160
732,3,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699
733,2,"Knight, Mr. Robert J",male,,0,0,239855
734,2,"Berriman, Mr. William John",male,23.0,0,0,28425
735,2,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639
736,3,"Williams, Mr. Leslie",male,28.5,0,0,54636
737,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608
738,1,"Lesurer, Mr. Gustave J",male,35.0,0,0,PC 17755
739,3,"Ivanoff, Mr. Kanio",male,,0,0,349201
740,3,"Nankoff, Mr. Minko",male,,0,0,349218
741,1,"Hawksford, Mr. Walter James",male,,0,0,16988
742,1,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877
743,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608
744,3,"McNamee, Mr. Neal",male,24.0,1,0,376566
745,3,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288
746,1,"Crosby, Capt. Edward Gifford",male,70.0,1,1,WE/P 5735
747,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673
748,2,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648
749,1,"Marvin, Mr. Daniel Warner",male,19.0,1,0,113773
750,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097
751,2,"Wells, Miss. Joan",female,4.0,1,1,29103
752,3,"Moor, Master. Meier",male,6.0,0,1,392096
753,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780
754,3,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204
755,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845
756,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649
757,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042
758,2,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108
759,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294
760,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152
761,3,"Garfirth, Mr. John",male,,0,0,358585
762,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272
763,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663
